recID,Origin,Dest,FlightCount,DepDelay,ArrDelay,AirportNameOrigin,LatOrigin,LongOrigin,AirportNameDest,LatDest,LongDest,origRating,destRating
0,ATL,BOS,5990,69911.0,56384.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,3,1
1,ATL,BWI,5978,63060.0,61157.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,3,1
2,ATL,CLT,6720,57231.0,66099.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Charlotte Douglas Intl,35.214,-80.943139,3,2
3,ATL,DEN,5726,45421.0,48438.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Denver Intl,39.861655999999996,-104.67317800000001,3,2
4,ATL,DFW,9847,101920.0,105745.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Dallas Fort Worth Intl,32.896828,-97.037997,3,3
5,ATL,DTW,5612,57200.0,50720.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Detroit Metro Wayne Co,42.212444,-83.353389,3,2
6,ATL,EWR,8028,184141.0,161095.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Newark Liberty Intl,40.6925,-74.168667,3,3
7,ATL,IAH,5268,54479.0,49620.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,George Bush Intercontinental,29.984433000000003,-95.341442,3,3
8,ATL,JFK,1915,39223.0,36203.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,John F Kennedy Intl,40.639751000000004,-73.778925,3,3
9,ATL,LAS,4766,48931.0,55509.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Mc Carran Intl,36.080056,-115.15225,3,1
10,ATL,LAX,5406,62350.0,76299.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Los Angeles Intl,33.942536,-118.408075,3,2
11,ATL,LGA,10506,169451.0,171890.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,La Guardia,40.777245,-73.872608,3,2
12,ATL,MCO,9613,99792.0,97279.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Orlando Intl,28.429394,-81.308994,3,2
13,ATL,MSP,5368,50696.0,42011.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Minneapolis St Paul Intl,44.881956,-93.221767,3,1
14,ATL,ORD,7677,127586.0,128699.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Chicago Ohare Intl,41.978603,-87.904842,3,3
15,ATL,PHX,4603,42121.0,41423.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,3,1
16,ATL,SEA,2574,21271.0,21815.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Seattle Tacoma Intl,47.449,-122.309306,3,1
17,ATL,SFO,3462,38106.0,44958.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,San Francisco Intl,37.618972,-122.374889,3,3
18,ATL,SLC,2860,28293.0,32903.0,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,Salt Lake City Intl,40.788389,-111.977772,3,1
19,BOS,ATL,5982,56275.0,59467.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,1,3
20,BOS,BWI,4797,42098.0,39107.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,1,1
21,BOS,CLT,3533,20760.0,20255.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Charlotte Douglas Intl,35.214,-80.943139,1,2
22,BOS,DEN,2077,24600.0,23389.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Denver Intl,39.861655999999996,-104.67317800000001,1,2
23,BOS,DFW,3036,19945.0,13703.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Dallas Fort Worth Intl,32.896828,-97.037997,1,3
24,BOS,DTW,2306,18854.0,17322.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Detroit Metro Wayne Co,42.212444,-83.353389,1,2
25,BOS,EWR,3883,93208.0,103197.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Newark Liberty Intl,40.6925,-74.168667,1,3
26,BOS,IAH,1800,25038.0,22904.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,George Bush Intercontinental,29.984433000000003,-95.341442,1,3
27,BOS,JFK,7372,105166.0,124054.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,John F Kennedy Intl,40.639751000000004,-73.778925,1,3
28,BOS,LAS,1383,12412.0,2648.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Mc Carran Intl,36.080056,-115.15225,1,1
29,BOS,LAX,2234,29928.0,28167.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Los Angeles Intl,33.942536,-118.408075,1,2
30,BOS,LGA,12029,46887.0,59969.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,La Guardia,40.777245,-73.872608,1,2
31,BOS,MCO,3474,36079.0,34966.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Orlando Intl,28.429394,-81.308994,1,2
32,BOS,MSP,1635,9103.0,3826.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Minneapolis St Paul Intl,44.881956,-93.221767,1,1
33,BOS,ORD,7085,85526.0,78679.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Chicago Ohare Intl,41.978603,-87.904842,1,3
34,BOS,PHX,1069,6278.0,8080.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,1,1
35,BOS,SEA,979,7921.0,4351.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Seattle Tacoma Intl,47.449,-122.309306,1,1
36,BOS,SFO,2668,28671.0,26683.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,San Francisco Intl,37.618972,-122.374889,1,3
37,BOS,SLC,707,5684.0,5202.0,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,Salt Lake City Intl,40.788389,-111.977772,1,1
38,BWI,ATL,5972,53642.0,55217.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,1,3
39,BWI,BOS,4795,48542.0,39685.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,1,1
40,BWI,CLT,3652,18353.0,21437.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Charlotte Douglas Intl,35.214,-80.943139,1,2
41,BWI,DEN,2664,30939.0,23911.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Denver Intl,39.861655999999996,-104.67317800000001,1,2
42,BWI,DFW,2311,19278.0,11792.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Dallas Fort Worth Intl,32.896828,-97.037997,1,3
43,BWI,DTW,3105,32499.0,23568.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Detroit Metro Wayne Co,42.212444,-83.353389,1,2
44,BWI,EWR,507,12377.0,11876.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Newark Liberty Intl,40.6925,-74.168667,1,3
45,BWI,IAH,1728,8539.0,7390.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,George Bush Intercontinental,29.984433000000003,-95.341442,1,3
46,BWI,JFK,1134,19581.0,25147.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,John F Kennedy Intl,40.639751000000004,-73.778925,1,3
47,BWI,LAS,1626,16144.0,4478.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Mc Carran Intl,36.080056,-115.15225,1,1
48,BWI,LAX,898,13260.0,7557.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Los Angeles Intl,33.942536,-118.408075,1,2
49,BWI,LGA,7,405.0,615.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,La Guardia,40.777245,-73.872608,1,2
50,BWI,MCO,4926,39374.0,24157.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Orlando Intl,28.429394,-81.308994,1,2
51,BWI,MSP,974,5448.0,4585.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Minneapolis St Paul Intl,44.881956,-93.221767,1,1
52,BWI,ORD,3545,47420.0,40603.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Chicago Ohare Intl,41.978603,-87.904842,1,3
53,BWI,PHX,2098,18814.0,8549.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,1,1
54,BWI,SEA,242,2474.0,1610.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Seattle Tacoma Intl,47.449,-122.309306,1,1
55,BWI,SFO,366,947.0,1803.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,San Francisco Intl,37.618972,-122.374889,1,3
56,BWI,SLC,727,4782.0,1197.0,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,Salt Lake City Intl,40.788389,-111.977772,1,1
57,CLT,ATL,6722,63858.0,68808.0,Charlotte Douglas Intl,35.214,-80.943139,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,2,3
58,CLT,BOS,3551,34044.0,28825.0,Charlotte Douglas Intl,35.214,-80.943139,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,2,1
59,CLT,BWI,3684,30002.0,25952.0,Charlotte Douglas Intl,35.214,-80.943139,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,2,1
60,CLT,DEN,1925,15633.0,13016.0,Charlotte Douglas Intl,35.214,-80.943139,Denver Intl,39.861655999999996,-104.67317800000001,2,2
61,CLT,DFW,3796,26214.0,27341.0,Charlotte Douglas Intl,35.214,-80.943139,Dallas Fort Worth Intl,32.896828,-97.037997,2,3
62,CLT,DTW,2701,19564.0,9751.0,Charlotte Douglas Intl,35.214,-80.943139,Detroit Metro Wayne Co,42.212444,-83.353389,2,2
63,CLT,EWR,5953,140958.0,134268.0,Charlotte Douglas Intl,35.214,-80.943139,Newark Liberty Intl,40.6925,-74.168667,2,3
64,CLT,IAH,3711,35054.0,35155.0,Charlotte Douglas Intl,35.214,-80.943139,George Bush Intercontinental,29.984433000000003,-95.341442,2,3
65,CLT,JFK,1866,38927.0,40834.0,Charlotte Douglas Intl,35.214,-80.943139,John F Kennedy Intl,40.639751000000004,-73.778925,2,3
66,CLT,LAS,1734,16962.0,11523.0,Charlotte Douglas Intl,35.214,-80.943139,Mc Carran Intl,36.080056,-115.15225,2,1
67,CLT,LAX,1458,11712.0,10638.0,Charlotte Douglas Intl,35.214,-80.943139,Los Angeles Intl,33.942536,-118.408075,2,2
68,CLT,LGA,5339,67268.0,71572.0,Charlotte Douglas Intl,35.214,-80.943139,La Guardia,40.777245,-73.872608,2,2
69,CLT,MCO,3277,29429.0,22760.0,Charlotte Douglas Intl,35.214,-80.943139,Orlando Intl,28.429394,-81.308994,2,2
70,CLT,MSP,1816,10762.0,3865.0,Charlotte Douglas Intl,35.214,-80.943139,Minneapolis St Paul Intl,44.881956,-93.221767,2,1
71,CLT,ORD,5639,81203.0,70094.0,Charlotte Douglas Intl,35.214,-80.943139,Chicago Ohare Intl,41.978603,-87.904842,2,3
72,CLT,PHX,2186,24088.0,17357.0,Charlotte Douglas Intl,35.214,-80.943139,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,2,1
73,CLT,SEA,481,5205.0,5716.0,Charlotte Douglas Intl,35.214,-80.943139,Seattle Tacoma Intl,47.449,-122.309306,2,1
74,CLT,SFO,1427,14934.0,13184.0,Charlotte Douglas Intl,35.214,-80.943139,San Francisco Intl,37.618972,-122.374889,2,3
75,CLT,SLC,212,661.0,335.0,Charlotte Douglas Intl,35.214,-80.943139,Salt Lake City Intl,40.788389,-111.977772,2,1
76,DEN,ATL,5903,37861.0,30047.0,Denver Intl,39.861655999999996,-104.67317800000001,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,2,3
77,DEN,BOS,2234,38605.0,30537.0,Denver Intl,39.861655999999996,-104.67317800000001,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,2,1
78,DEN,BWI,2655,36540.0,23291.0,Denver Intl,39.861655999999996,-104.67317800000001,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,2,1
79,DEN,CLT,1925,12703.0,6615.0,Denver Intl,39.861655999999996,-104.67317800000001,Charlotte Douglas Intl,35.214,-80.943139,2,2
80,DEN,DFW,8268,76129.0,66035.0,Denver Intl,39.861655999999996,-104.67317800000001,Dallas Fort Worth Intl,32.896828,-97.037997,2,3
81,DEN,DTW,2913,22589.0,19602.0,Denver Intl,39.861655999999996,-104.67317800000001,Detroit Metro Wayne Co,42.212444,-83.353389,2,2
82,DEN,EWR,2189,67257.0,57908.0,Denver Intl,39.861655999999996,-104.67317800000001,Newark Liberty Intl,40.6925,-74.168667,2,3
83,DEN,IAH,4788,43758.0,35941.0,Denver Intl,39.861655999999996,-104.67317800000001,George Bush Intercontinental,29.984433000000003,-95.341442,2,3
84,DEN,JFK,1084,12997.0,13185.0,Denver Intl,39.861655999999996,-104.67317800000001,John F Kennedy Intl,40.639751000000004,-73.778925,2,3
85,DEN,LAS,8147,94650.0,77256.0,Denver Intl,39.861655999999996,-104.67317800000001,Mc Carran Intl,36.080056,-115.15225,2,1
86,DEN,LAX,8811,97617.0,74557.0,Denver Intl,39.861655999999996,-104.67317800000001,Los Angeles Intl,33.942536,-118.408075,2,2
87,DEN,LGA,3051,68057.0,60520.0,Denver Intl,39.861655999999996,-104.67317800000001,La Guardia,40.777245,-73.872608,2,2
88,DEN,MCO,3015,27751.0,15701.0,Denver Intl,39.861655999999996,-104.67317800000001,Orlando Intl,28.429394,-81.308994,2,2
89,DEN,MSP,5011,40181.0,36459.0,Denver Intl,39.861655999999996,-104.67317800000001,Minneapolis St Paul Intl,44.881956,-93.221767,2,1
90,DEN,ORD,6051,120644.0,106263.0,Denver Intl,39.861655999999996,-104.67317800000001,Chicago Ohare Intl,41.978603,-87.904842,2,3
91,DEN,PHX,8391,68989.0,52559.0,Denver Intl,39.861655999999996,-104.67317800000001,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,2,1
92,DEN,SEA,6414,72629.0,60919.0,Denver Intl,39.861655999999996,-104.67317800000001,Seattle Tacoma Intl,47.449,-122.309306,2,1
93,DEN,SFO,5604,85781.0,80562.0,Denver Intl,39.861655999999996,-104.67317800000001,San Francisco Intl,37.618972,-122.374889,2,3
94,DEN,SLC,8905,74462.0,58964.0,Denver Intl,39.861655999999996,-104.67317800000001,Salt Lake City Intl,40.788389,-111.977772,2,1
95,DFW,ATL,9849,96914.0,101372.0,Dallas Fort Worth Intl,32.896828,-97.037997,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,3,3
96,DFW,BOS,3036,40893.0,32893.0,Dallas Fort Worth Intl,32.896828,-97.037997,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,3,1
97,DFW,BWI,2309,26841.0,15667.0,Dallas Fort Worth Intl,32.896828,-97.037997,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,3,1
98,DFW,CLT,3797,31296.0,13368.0,Dallas Fort Worth Intl,32.896828,-97.037997,Charlotte Douglas Intl,35.214,-80.943139,3,2
99,DFW,DEN,8193,72484.0,73273.0,Dallas Fort Worth Intl,32.896828,-97.037997,Denver Intl,39.861655999999996,-104.67317800000001,3,2
100,DFW,DTW,2792,30084.0,22419.0,Dallas Fort Worth Intl,32.896828,-97.037997,Detroit Metro Wayne Co,42.212444,-83.353389,3,2
101,DFW,EWR,3728,91219.0,81284.0,Dallas Fort Worth Intl,32.896828,-97.037997,Newark Liberty Intl,40.6925,-74.168667,3,3
102,DFW,IAH,5526,44280.0,52581.0,Dallas Fort Worth Intl,32.896828,-97.037997,George Bush Intercontinental,29.984433000000003,-95.341442,3,3
103,DFW,JFK,833,13773.0,11470.0,Dallas Fort Worth Intl,32.896828,-97.037997,John F Kennedy Intl,40.639751000000004,-73.778925,3,3
104,DFW,LAS,4956,59597.0,57130.0,Dallas Fort Worth Intl,32.896828,-97.037997,Mc Carran Intl,36.080056,-115.15225,3,1
105,DFW,LAX,6571,86722.0,76770.0,Dallas Fort Worth Intl,32.896828,-97.037997,Los Angeles Intl,33.942536,-118.408075,3,2
106,DFW,LGA,5365,99337.0,97611.0,Dallas Fort Worth Intl,32.896828,-97.037997,La Guardia,40.777245,-73.872608,3,2
107,DFW,MCO,4114,46164.0,42670.0,Dallas Fort Worth Intl,32.896828,-97.037997,Orlando Intl,28.429394,-81.308994,3,2
108,DFW,MSP,2810,25782.0,22954.0,Dallas Fort Worth Intl,32.896828,-97.037997,Minneapolis St Paul Intl,44.881956,-93.221767,3,1
109,DFW,ORD,8165,155819.0,143287.0,Dallas Fort Worth Intl,32.896828,-97.037997,Chicago Ohare Intl,41.978603,-87.904842,3,3
110,DFW,PHX,5388,49138.0,45728.0,Dallas Fort Worth Intl,32.896828,-97.037997,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,3,1
111,DFW,SEA,3915,46918.0,51158.0,Dallas Fort Worth Intl,32.896828,-97.037997,Seattle Tacoma Intl,47.449,-122.309306,3,1
112,DFW,SFO,3486,60937.0,60418.0,Dallas Fort Worth Intl,32.896828,-97.037997,San Francisco Intl,37.618972,-122.374889,3,3
113,DFW,SLC,3143,36477.0,34595.0,Dallas Fort Worth Intl,32.896828,-97.037997,Salt Lake City Intl,40.788389,-111.977772,3,1
114,DTW,ATL,5612,59830.0,64491.0,Detroit Metro Wayne Co,42.212444,-83.353389,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,2,3
